Operon,IdGene,Type,COGgene,start,end,end.gff,Strand,Function,chr,acc,locus_tag,old_locus_tag,length_nt,type,annotation
2391,cds3435,CDS,COG0179,87519,88388,88388,-,"[Q] 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",NC_013966.1,WP_004043353.1,HVO_RS02270,HVO_A0087,870,protein_coding,FAA hydrolase family protein
2391,cds3436,CDS,COG0277,88508,91582,91582,-,[C] FAD/FMN-containing dehydrogenases    ,NC_013966.1,WP_004043352.1,HVO_RS02275,HVO_A0088,3075,protein_coding,FAD-binding oxidoreductase
2392,cds3438,CDS,COG3435,91874,92947,92947,-,"[Q] Gentisate 1,2-dioxygenase    ",NC_013966.1,WP_013035107.1,HVO_RS02285,HVO_A0090,1074,protein_coding,cupin domain-containing protein
2393,cds3439,CDS,COG0471,93074,94483,94483,+,[P] Di- and tricarboxylate transporters  ,NC_013966.1,WP_013035122.1,HVO_RS02290,HVO_A0091,1410,protein_coding,sodium:sulfate symporter
2394,cds3440,CDS,COG1960,94975,96120,96120,-,[I] Acyl-CoA dehydrogenases    ,NC_013966.1,WP_004043349.1,HVO_RS02295,HVO_A0092,1146,protein_coding,acyl-CoA dehydrogenase
2395,cds3441,CDS,COG1414,96278,97018,97018,+,[K] Transcriptional regulator    ,NC_013966.1,WP_004043348.1,HVO_RS02300,HVO_A0093,741,protein_coding,IclR family transcriptional regulator
2396,cds3442,CDS,COG3314,97459,98913,98913,+,[S] Uncharacterized protein conserved in bacteria ,NC_013966.1,WP_004043347.1,HVO_RS02305,HVO_A0094,1455,protein_coding,hypothetical protein
2396,cds3443,CDS,COG2159,98970,99812,99812,+,[R] Predicted metal-dependent hydrolase of the TIM-barrel,NC_013966.1,WP_013035227.1,HVO_RS02310,HVO_A0095,843,protein_coding,amidohydrolase
2397,cds3444,CDS,COG1960,99946,101091,101091,+,[I] Acyl-CoA dehydrogenases    ,NC_013966.1,WP_004043345.1,HVO_RS02315,HVO_A0096,1146,protein_coding,acyl-CoA dehydrogenase
2397,cds3445,CDS,COG1250,101218,103170,103170,+,[I] 3-hydroxyacyl-CoA dehydrogenase    ,NC_013966.1,WP_013035133.1,HVO_RS02320,HVO_A0097,1953,protein_coding,3-hydroxybutyryl-CoA dehydrogenase
2397,cds3446,CDS,COG0318,103226,104860,104860,+,[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II ,NC_013966.1,WP_049914863.1,HVO_RS02325,NA,1635,protein_coding,fatty-acid--CoA ligase
2398,cds3447,CDS,COG1405,105124,105399,105399,-,"[K] Transcription initiation factor TFIIIB, Brf1 subunit/Transcription",NC_013966.1,WP_004043342.1,HVO_RS02330,HVO_A0098,276,protein_coding,transcription initiation factor TFB
2399,cds3448,CDS,COG3415,105533,106533,106533,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,NA,HVO_RS19775,HVO_A0100,1001,pseudogene,IS630 family transposase
2401,cds3450,CDS,COG4715,107050,107457,107457,-,[S] Uncharacterized conserved protein   ,NC_013966.1,WP_081442875.1,HVO_RS19780,HVO_A0102,408,protein_coding,SWIM zinc finger family protein
2405,cds3454,CDS,COG3799,109523,109765,109765,-,[E] Methylaspartate ammonia-lyase    ,NC_013966.1,WP_004043333.1,HVO_RS02370,HVO_A0107,243,protein_coding,hypothetical protein
2407,cds3457,CDS,COG3385,110914,112080,112080,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035157.1,HVO_RS02380,HVO_A0110,1167,protein_coding,ISH3-like element ISH51 family transposase
2409,cds3459,CDS,COG4190,113348,113815,113815,-,[K] Predicted transcriptional regulator   ,NC_013966.1,WP_004062178.1,HVO_RS02385,HVO_A0114,468,protein_coding,transcriptional regulator
2410,cds3461,CDS,COG3385,114246,115544,115544,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035180.1,HVO_RS02395,HVO_A0116,1299,protein_coding,IS4 family transposase ISHvo13
2411,cds3462,CDS,COG3039,115728,116552,116552,+,"[L] Transposase and inactivated derivatives, IS5 family",NC_013966.1,WP_013035143.1,HVO_RS02400,HVO_A0117,825,protein_coding,IS5 family transposase ISHvo1
2412,cds3463,CDS,COG1695,116872,117156,117156,+,[K] Predicted transcriptional regulators   ,NC_013966.1,WP_004062180.1,HVO_RS02405,HVO_A0118,285,protein_coding,PadR family transcriptional regulator
2413,cds3464,CDS,COG1878,117274,117957,117957,-,[R] Predicted metal-dependent hydrolase   ,NC_013966.1,WP_013035153.1,HVO_RS02410,HVO_A0119,684,protein_coding,cyclase
2415,cds3466,CDS,COG3413,118888,119529,119529,+,[R] Predicted DNA binding protein  ,NC_013966.1,WP_013035173.1,HVO_RS02420,HVO_A0121,642,protein_coding,transcriptional regulator
2417,cds3468,CDS,COG1520,120702,121520,121520,-,[S] FOG: WD40-like repeat   ,NC_013966.1,NA,HVO_RS19795,HVO_A0124,819,pseudogene,hypothetical protein
2418,cds3469,CDS,COG3385,121510,122676,122676,+,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035069.1,HVO_RS02430,HVO_A0125,1167,protein_coding,IS4 family transposase
2420,cds3471,CDS,COG1384,124782,125963,125963,+,[J] Lysyl-tRNA synthetase (class I)  ,NC_013966.1,WP_013035127.1,HVO_RS02440,HVO_A0127,1182,protein_coding,tryptophan--tRNA ligase
2421,cds3472,CDS,COG3547,126290,127288,127288,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_013035025.1,HVO_RS02445,HVO_A0128,999,protein_coding,IS110 family transposase ISHvo10
2423,cds3475,CDS,COG3415,130087,130320,130320,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_081442867.1,HVO_RS19805,NA,234,protein_coding,hypothetical protein
2425,cds3477,CDS,COG3039,131940,132431,132431,+,"[L] Transposase and inactivated derivatives, IS5 family",NC_013966.1,NA,HVO_RS19810,HVO_A0134,492,pseudogene,IS5/IS1182 family transposase
2427,cds3481,CDS,COG1405,134123,135049,135049,-,"[K] Transcription initiation factor TFIIIB, Brf1 subunit/Transcription",NC_013966.1,WP_004043066.1,HVO_RS19825,HVO_A0137,927,protein_coding,transcription initiation factor IIB family protein
2429,cds3483,CDS,COG4715,135652,136059,136059,-,[S] Uncharacterized conserved protein   ,NC_013966.1,WP_013035002.1,HVO_RS19830,HVO_A0139,408,protein_coding,SWIM zinc finger family protein
2430,cds3484,CDS,COG1896,136233,136844,136844,-,[R] Predicted hydrolases of HD superfamily ,NC_013966.1,WP_004043070.1,HVO_RS02480,HVO_A0140,612,protein_coding,HD family hydrolase
2434,cds3488,CDS,COG3385,139404,140753,140753,+,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035101.1,HVO_RS02500,HVO_A0144,1350,protein_coding,IS4 family transposase
2435,cds3489,CDS,COG3839,141079,142257,142257,-,"[G] ABC-type sugar transport systems, ATPase components",NC_013966.1,WP_004043074.1,HVO_RS02505,HVO_A0145,1179,protein_coding,ABC transporter ATP-binding protein
2435,cds3490,CDS,COG0395,142260,143258,143258,-,"[G] ABC-type sugar transport system, permease component",NC_013966.1,WP_004043075.1,HVO_RS02510,HVO_A0146,999,protein_coding,carbohydrate ABC transporter permease
2435,cds3491,CDS,COG1175,143258,144250,144250,-,"[G] ABC-type sugar transport systems, permease components",NC_013966.1,WP_013035223.1,HVO_RS02515,HVO_A0147,993,protein_coding,sugar ABC transporter permease
2435,cds3492,CDS,COG1653,144314,145801,145801,-,"[G] ABC-type sugar transport system, periplasmic component",NC_013966.1,WP_013035226.1,HVO_RS02520,HVO_A0148,1488,protein_coding,sugar ABC transporter substrate-binding protein
2437,cds3494,CDS,COG1378,148020,149084,149084,+,[K] Predicted transcriptional regulators   ,NC_013966.1,WP_004043080.1,HVO_RS02530,HVO_A0150,1065,protein_coding,TrmB family transcriptional regulator
2438,cds3495,CDS,COG3385,149297,150466,150466,+,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035042.1,HVO_RS02535,HVO_A0151,1170,protein_coding,IS4 family transposase
2440,cds3497,CDS,COG0589,151328,151816,151816,-,[T] Universal stress protein UspA and related,NC_013966.1,WP_004043082.1,HVO_RS02545,HVO_A0153,489,protein_coding,universal stress protein
2440,cds3498,CDS,COG4147,151820,153469,153469,-,[R] Predicted symporter    ,NC_013966.1,WP_004043083.1,HVO_RS02550,HVO_A0154,1650,protein_coding,cation acetate symporter
2440,cds3499,CDS,COG4327,153466,153903,153903,-,[S] Predicted membrane protein   ,NC_013966.1,WP_004043084.1,HVO_RS02555,HVO_A0155,438,protein_coding,DUF4212 domain-containing protein
2440,cds3500,CDS,COG0365,153959,155953,155953,-,[I] Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases ,NC_013966.1,WP_013035165.1,HVO_RS02560,HVO_A0156,1995,protein_coding,acetate--CoA ligase
2441,cds3501,CDS,COG3413,156152,157918,157918,-,[R] Predicted DNA binding protein  ,NC_013966.1,WP_004043086.1,HVO_RS02565,HVO_A0157,1767,protein_coding,bacterio-opsin activator
2442,cds3502,CDS,COG0365,158062,159978,159978,-,[I] Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases ,NC_013966.1,WP_004043087.1,HVO_RS02570,HVO_A0158,1917,protein_coding,acetate--CoA ligase
2443,cds3503,CDS,COG0436,160123,161286,161286,+,[E] Aspartate/tyrosine/aromatic aminotransferase    ,NC_013966.1,WP_013035113.1,HVO_RS02575,HVO_A0159,1164,protein_coding,aminotransferase class I/II
2444,cds3504,CDS,COG2202,161332,163434,163434,-,[T] FOG: PAS/PAC domain   ,NC_013966.1,WP_004043089.1,HVO_RS02580,HVO_A0160,2103,protein_coding,PAS domain S-box protein
2445,cds3505,CDS,COG1309,163583,164173,164173,+,[K] Transcriptional regulator    ,NC_013966.1,WP_004043090.1,HVO_RS02585,HVO_A0161,591,protein_coding,TetR/AcrR family transcriptional regulator
2445,cds3506,CDS,COG0534,164170,165636,165636,+,[V] Na+-driven multidrug efflux pump  ,NC_013966.1,WP_004043091.1,HVO_RS02590,HVO_A0162,1467,protein_coding,MATE family efflux transporter
2446,cds3507,CDS,COG3938,165667,166728,166728,-,[E] Proline racemase    ,NC_013966.1,WP_004043092.1,HVO_RS02595,HVO_A0163,1062,protein_coding,proline racemase
2446,cds3509,CDS,COG0733,167050,168516,168516,-,[R] Na+-dependent transporters of the SNF family,NC_013966.1,WP_013035056.1,HVO_RS02605,HVO_A0165,1467,protein_coding,sodium-dependent transporter
2448,cds3511,CDS,COG3413,169386,170126,170126,-,[R] Predicted DNA binding protein  ,NC_013966.1,WP_004043095.1,HVO_RS02615,HVO_A0168,741,protein_coding,transcriptional regulator
2449,cds3512,CDS,COG1422,170408,171283,171283,+,[S] Predicted membrane protein   ,NC_013966.1,WP_004043096.1,HVO_RS02620,HVO_A0169,876,protein_coding,DUF106 domain-containing protein
2451,cds3514,CDS,COG0038,171875,173836,173836,-,[P] Chloride channel protein EriC  ,NC_013966.1,WP_004043098.1,HVO_RS02630,HVO_A0171,1962,protein_coding,CBS domain-containing protein
2454,cds3517,CDS,COG0201,175476,176942,176942,+,[U] Preprotein translocase subunit SecY  ,NC_013966.1,WP_004043101.1,HVO_RS02645,HVO_A0174,1467,protein_coding,preprotein translocase subunit SecY
2455,cds3518,CDS,COG0531,177066,179501,179501,+,[E] Amino acid transporters   ,NC_013966.1,WP_004043102.1,HVO_RS02650,HVO_A0175,2436,protein_coding,amino acid permease
2456,cds3519,CDS,COG0842,179508,180359,180359,-,"[V] ABC-type multidrug transport system, permease component",NC_013966.1,WP_004043103.1,HVO_RS02655,HVO_A0176,852,protein_coding,ABC transporter permease
2456,cds3520,CDS,COG1131,180356,181339,181339,-,"[V] ABC-type multidrug transport system, ATPase component",NC_013966.1,WP_004043104.1,HVO_RS02660,HVO_A0177,984,protein_coding,ABC transporter ATP-binding protein
2457,cds3521,CDS,COG1394,181448,182215,182215,+,[C] Archaeal/vacuolar-type H+-ATPase subunit D  ,NC_013966.1,WP_004043105.1,HVO_RS02665,HVO_A0178,768,protein_coding,V-type ATP synthase subunit D
2458,cds3523,CDS,COG0419,183065,184846,184846,+,[L] ATPase involved in DNA repair ,NC_013966.1,WP_004043107.1,HVO_RS02675,HVO_A0180,1782,protein_coding,hypothetical protein
2462,cds3529,CDS,COG3919,187110,188408,188408,+,[R] Predicted ATP-grasp enzyme   ,NC_013966.1,WP_004043111.1,HVO_RS02695,HVO_A0186,1299,protein_coding,hypothetical protein
2464,cds3531,CDS,COG2402,189115,189552,189552,-,"[R] Predicted nucleic acid-binding protein, contains PIN",NC_013966.1,WP_004043113.1,HVO_RS02705,HVO_A0188,438,protein_coding,PIN domain-containing protein
2468,cds3536,CDS,COG0463,193394,194533,194533,+,[M] Glycosyltransferases involved in cell wall biogenesis,NC_013966.1,WP_013035111.1,HVO_RS02725,HVO_A0194,1140,protein_coding,glycosyltransferase family 2 protein
2469,cds3537,CDS,COG4743,194607,195656,195656,+,[S] Predicted membrane protein   ,NC_013966.1,WP_049914838.1,HVO_RS02730,HVO_A0195,1050,protein_coding,DUF1616 domain-containing protein
2471,cds3539,CDS,COG2244,199027,200547,200547,-,[R] Membrane protein involved in the export,NC_013966.1,WP_004043121.1,HVO_RS02740,HVO_A0197,1521,protein_coding,lipopolysaccharide biosynthesis protein
2473,cds3541,CDS,COG0367,202975,204816,204816,+,[E] Asparagine synthase (glutamine-hydrolyzing)   ,NC_013966.1,WP_004043124.1,HVO_RS02750,HVO_A0200,1842,protein_coding,asparagine synthase
2475,cds3544,CDS,COG3649,210946,211968,211968,+,[L] Uncharacterized protein predicted to be involved,NC_013966.1,WP_004043127.1,HVO_RS02765,HVO_A0207,1023,protein_coding,type I-B CRISPR-associated protein Cas7/Csh2
2475,cds3546,CDS,COG1203,212801,215614,215614,+,[R] Predicted helicases    ,NC_013966.1,WP_004043129.1,HVO_RS02775,HVO_A0209,2814,protein_coding,helicase
2475,cds3547,CDS,COG1468,215804,216355,216355,+,[L] RecB family exonuclease   ,NC_013966.1,WP_013035187.1,HVO_RS02780,HVO_A0210,552,protein_coding,CRISPR-associated protein Cas4
2475,cds3548,CDS,COG1518,216359,217354,217354,+,[L] Uncharacterized protein predicted to be involved,NC_013966.1,WP_013035043.1,HVO_RS02785,HVO_A0211,996,protein_coding,subtype I-B CRISPR-associated endonuclease Cas1
2475,cds3549,CDS,COG1343,217356,217616,217616,+,[L] Uncharacterized protein predicted to be involved,NC_013966.1,WP_004043133.1,HVO_RS02790,HVO_A0212,261,protein_coding,CRISPR-associated endonuclease Cas2
2476,cds3550,CDS,COG0438,218613,219671,219671,-,[M] Glycosyltransferase     ,NC_013966.1,WP_004043134.1,HVO_RS02795,HVO_A0213,1059,protein_coding,glycosyltransferase family 1 protein
2477,cds3551,CDS,COG1817,219846,220925,220925,-,[S] Uncharacterized protein conserved in archaea ,NC_013966.1,WP_004043135.1,HVO_RS02800,HVO_A0214,1080,protein_coding,DUF354 domain-containing protein
2479,cds3553,CDS,COG1044,222046,222621,222621,+,[M] UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase   ,NC_013966.1,WP_004043137.1,HVO_RS02810,HVO_A0216,576,protein_coding,transferase
2479,cds3554,CDS,COG0399,222618,223721,223721,+,[M] Predicted pyridoxal phosphate-dependent enzyme apparently involved,NC_013966.1,WP_004043138.1,HVO_RS02815,HVO_A0217,1104,protein_coding,DegT/DnrJ/EryC1/StrS family aminotransferase
2479,cds3555,CDS,COG0673,223718,224803,224803,+,[R] Predicted dehydrogenases and related proteins ,NC_013966.1,WP_004043139.1,HVO_RS02820,HVO_A0218,1086,protein_coding,gfo/Idh/MocA family oxidoreductase
2479,cds3556,CDS,COG0677,224800,226227,226227,+,[M] UDP-N-acetyl-D-mannosaminuronate dehydrogenase    ,NC_013966.1,WP_004043140.1,HVO_RS02825,HVO_A0219,1428,protein_coding,nucleotide sugar dehydrogenase
2479,cds3557,CDS,COG0381,226224,227309,227309,+,[M] UDP-N-acetylglucosamine 2-epimerase    ,NC_013966.1,WP_004043141.1,HVO_RS02830,HVO_A0220,1086,protein_coding,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
2483,cds3563,CDS,COG1672,232306,232602,232602,-,[R] Predicted ATPase (AAA+ superfamily)  ,NC_013966.1,WP_004043146.1,HVO_RS02855,HVO_A0226,297,protein_coding,ArsR family transcriptional regulator
2484,cds3564,CDS,COG0496,233027,233902,233902,+,[R] Predicted acid phosphatase   ,NC_013966.1,WP_049914843.1,HVO_RS02860,HVO_A0228,876,protein_coding,5'/3'-nucleotidase SurE
2485,cds3565,CDS,COG0517,233930,234334,234334,-,[R] FOG: CBS domain   ,NC_013966.1,WP_004043148.1,HVO_RS02865,HVO_A0229,405,protein_coding,CBS domain-containing protein
2486,cds3566,CDS,COG0225,234476,235045,235045,+,[O] Peptide methionine sulfoxide reductase  ,NC_013966.1,WP_004043149.1,HVO_RS02870,HVO_A0230,570,protein_coding,peptide-methionine (S)-S-oxide reductase
2490,cds3573,CDS,COG4889,239082,241280,241280,-,[R] Predicted helicase    ,NC_013966.1,WP_013035213.1,HVO_RS02905,HVO_A0237,2199,protein_coding,hypothetical protein
2491,cds3574,CDS,COG3385,241631,242983,242983,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035119.1,HVO_RS02910,HVO_A0238,1353,protein_coding,IS4 family transposase ISHvo11
2493,cds3576,CDS,COG3039,243730,244560,244560,-,"[L] Transposase and inactivated derivatives, IS5 family",NC_013966.1,WP_004043159.1,HVO_RS02920,HVO_A0240,831,protein_coding,IS5 family transposase ISHvo3
2496,cds3579,CDS,COG3364,246816,247001,247001,-,[R] Zn-ribbon containing protein   ,NC_013966.1,WP_004043160.1,HVO_RS02930,HVO_A0243,186,protein_coding,hypothetical protein
2496,cds3580,CDS,COG3654,247020,247418,247418,-,[R] Prophage maintenance system killer protein ,NC_013966.1,WP_004043161.1,HVO_RS02935,HVO_A0244,399,protein_coding,type II toxin-antitoxin system death-on-curing family toxin
2500,cds3584,CDS,COG1378,250327,250863,250863,-,[K] Predicted transcriptional regulators   ,NC_013966.1,WP_013035102.1,HVO_RS02955,HVO_A0249,537,protein_coding,ArsR family transcriptional regulator
2501,cds3585,CDS,COG3385,251563,252729,252729,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035157.1,HVO_RS02960,HVO_A0250,1167,protein_coding,ISH3-like element ISH51 family transposase
2503,cds3587,CDS,COG4190,253729,254132,254132,+,[K] Predicted transcriptional regulator   ,NC_013966.1,NA,HVO_RS19865,NA,404,pseudogene,hypothetical protein
2504,cds3588,CDS,COG0735,254138,254551,254551,-,[P] Fe2+/Zn2+ uptake regulation proteins  ,NC_013966.1,WP_004043169.1,HVO_RS02970,HVO_A0253,414,protein_coding,PadR family transcriptional regulator
2505,cds3589,CDS,COG1672,254889,256274,256274,+,[R] Predicted ATPase (AAA+ superfamily)  ,NC_013966.1,WP_013035011.1,HVO_RS02975,HVO_A0254,1386,protein_coding,ATP-binding protein
2507,cds3591,CDS,COG1474,257391,258668,258668,-,"[LO] Cdc6-related protein, AAA superfamily ATPase ",NC_013966.1,WP_013035225.1,HVO_RS02985,HVO_A0257,1278,protein_coding,cell division control protein Cdc6
2508,cds3592,CDS,COG3676,259692,260669,260669,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,WP_013035018.1,HVO_RS02990,HVO_A0258,978,protein_coding,IS1595 family transposase ISHvo6
2509,cds3594,CDS,COG3385,261232,262584,262584,-,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035080.1,HVO_RS02995,HVO_A0260,1353,protein_coding,IS4 family transposase
2510,cds3595,CDS,COG4742,263455,264165,264165,-,[K] Predicted transcriptional regulator   ,NC_013966.1,WP_049914845.1,HVO_RS03000,HVO_A0261,711,protein_coding,hypothetical protein
2511,cds3596,CDS,COG3385,264290,265456,265456,+,[L] FOG: Transposase and inactivated derivatives ,NC_013966.1,WP_013035158.1,HVO_RS03005,HVO_A0262,1167,protein_coding,ISH3 family transposase
2513,cds3598,CDS,COG3316,268959,269635,269635,-,[L] Transposase and inactivated derivatives  ,NC_013966.1,NA,HVO_RS03015,HVO_A0265,677,pseudogene,IS6 family transposase
2514,cds3599,CDS,COG1414,270416,271183,271183,-,[K] Transcriptional regulator    ,NC_013966.1,WP_004043181.1,HVO_RS03020,HVO_A0266,768,protein_coding,IclR family transcriptional regulator
2514,cds3600,CDS,COG4948,271250,272401,272401,-,[MR] L-alanine-DL-glutamate epimerase and related enzymes of,NC_013966.1,WP_004043182.1,HVO_RS03025,HVO_A0267,1152,protein_coding,galactonate dehydratase
2515,cds3601,CDS,COG0235,272548,273888,273888,+,[G] Ribulose-5-phosphate 4-epimerase and related epimerases and,NC_013966.1,WP_013035175.1,HVO_RS19875,HVO_A0268,1341,protein_coding,L-fuculose-phosphate aldolase
2516,cds3602,CDS,COG0578,274083,275774,275774,+,[C] Glycerol-3-phosphate dehydrogenase    ,NC_013966.1,WP_013035148.1,HVO_RS03035,HVO_A0269,1692,protein_coding,anaerobic glycerol-3-phosphate dehydrogenase subunit A
